ps_code,mp_code,mp_name,boiler_name,boiler_type,creater_time,burn_ability,data_status,open_time,create_time,update_time,stopopen_time,stopopen_status,stopopen_reason,success_time
47BBC3FD1296366577070DB87052D2EA,47BBC3FD129636655E18CE8296FFD894,3#烟囱,3#烟囱,炉排炉,2021-09-16,750,0,2021-12-15 00:00:00,2021-11-24 09:35:42,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
C0B2A439FE4DBF1D2B5096C4F5A35856AF58BFDF6FA7E10B6B04BF68DA5D0D26A1AF36537C8C91F3,C0B2A439FE4DBF1D2B5096C4F5A358560573CD05618C491DCB7ACCE1693E7A48AF1BB304DEFF7291,1号焚烧炉,1号焚烧炉,炉排炉,2021-12-24,500,0,2022-07-29 00:00:00,2022-07-29 09:35:05,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
CFED4CB03A71ABF396E0417C5D794A15,CFED4CB03A71ABF3CC276FF0F99AA0BF,废气排放口,二段式往复机械炉排炉,炉排炉,2018-12-07,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
7E0A8CFB64F58AFA1B20C775AEC1C216,7E0A8CFB64F58AFA39F2EA98AA960332,1号炉排口,1号炉排口,炉排炉,2013-12-21,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
7E0A8CFB64F58AFA1B20C775AEC1C216,7E0A8CFB64F58AFAD7DE1DB4D5243253,2号炉排口,2号炉排口,炉排炉,2013-12-21,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
7E0A8CFB64F58AFA1B20C775AEC1C216,7E0A8CFB64F58AFA77D41183AA36D4B6,3号炉排口,3号炉排口,炉排炉,2013-12-21,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
7E0A8CFB64F58AFA1B20C775AEC1C216,7E0A8CFB64F58AFA404D8B9856F14566,4号炉排口,4号炉排口,炉排炉,2013-12-21,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
B01285E5DE7F5F4653C0F22F43641EFF,B01285E5DE7F5F4638E74DEA4D493A6E,1#排放口DA001,1#焚烧炉,炉排炉,2011-09-15,600,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
B01285E5DE7F5F4653C0F22F43641EFF,B01285E5DE7F5F46949D82E0D8A7857A,2#排放口DA001,2#焚烧炉,炉排炉,2011-09-15,600,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
B01285E5DE7F5F4653C0F22F43641EFF,B01285E5DE7F5F46FD074DA3F09E7C31,3#排放口DA001,3#焚烧炉,炉排炉,2011-09-15,600,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
9223F88E53E01305460EAB1C8D0648D0,9223F88E53E01305A0C5D99368F91E2C,1#烟囱排放口,1#烟囱排放口,炉排炉,2020-09-10,400,0,2021-01-07 00:00:00,2020-12-18 09:35:05,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
9223F88E53E01305460EAB1C8D0648D0,9223F88E53E01305ED5C72549F0B9AC5,2#烟囱排放口,2#烟囱排放口,炉排炉,2020-09-10,400,0,2021-01-07 00:00:00,2020-12-18 09:35:05,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
18B72E1FFFEED6A11DE8D2B6D8975242,18B72E1FFFEED6A108C82A7D305E96AA,1#焚烧炉废气排放口,1#焚烧炉废气排放口,炉排炉,2019-10-09,300,0,2020-04-13 00:00:00,2020-04-07 17:43:21,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
18B72E1FFFEED6A11DE8D2B6D8975242,18B72E1FFFEED6A162990CF853591528,2#焚烧炉废气排放口,2#焚烧炉废气排放口,炉排炉,2020-03-31,300,0,2020-09-10 00:00:00,2020-09-08 09:35:05,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
33956EC417CF46B4FC728CB1B753C08C,33956EC417CF46B49E0436E6DCB1363A,1号焚烧炉排气筒DA001,一号炉排放口,炉排炉,2020-07-27,300,0,2021-03-27 00:00:00,2021-03-26 09:35:08,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
33956EC417CF46B4FC728CB1B753C08C,33956EC417CF46B459F8EFB5ACBF7D8F,2号焚烧炉排气筒DA002,二号炉排放口,炉排炉,2020-07-27,300,0,2021-03-27 00:00:00,2021-03-26 09:35:08,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
068E652C488E6D01A2160B57B164DA48,068E652C488E6D017996FB73904A4BE0,1#废气监控点,#1焚烧炉,炉排炉,2011-04-30,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
068E652C488E6D01A2160B57B164DA48,068E652C488E6D019AF4972A615B3295,2#废气监控点,#2焚烧炉,炉排炉,2011-04-30,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
068E652C488E6D01A2160B57B164DA48,068E652C488E6D012902D29A909DD50F,3#废气监控点,#3焚烧炉,炉排炉,2016-01-18,610,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
068E652C488E6D01A2160B57B164DA48,5F35E14AC2667249393714F3711E3B88D566212C4692569C068DB4BDC14A9A2618B4D45CD1870490,4#废气监控点,#4焚烧炉,炉排炉,2021-12-10,400,0,2022-03-16 00:00:00,2022-03-15 09:35:09,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
068E652C488E6D01A2160B57B164DA48,5F35E14AC2667249393714F3711E3B88927146BA37C2201B89FDC9AA5B19DE3BA1D7BAB95283CB2A,5#废气监控点,#5焚烧炉,炉排炉,2021-12-10,400,0,2022-03-16 00:00:00,2022-03-15 09:35:09,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
70D48D03508236AF80A33AFF7B6F6EFE,70D48D03508236AF6CEFFFA8DDD1F53A,废气排放口3,废气排放口3,炉排炉,2020-09-15,350,0,2021-01-14 00:00:00,2020-12-25 09:35:07,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
70D48D03508236AF80A33AFF7B6F6EFE,70D48D03508236AF5376BC54774E70DB,废气排放口1,废气排放口1,炉排炉,2016-05-03,350,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
70D48D03508236AF80A33AFF7B6F6EFE,70D48D03508236AF247CC53DD554DE2A,废气排放口2,废气排放口2,炉排炉,2016-05-03,350,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
50AAFD4DDABFFDD60DC87A5C4218C302,50AAFD4DDABFFDD64CEBBBF6D48E58E7,环文再生（1）,#1焚烧炉,炉排炉,2019-12-26,525,0,2020-04-13 00:00:00,2020-03-31 09:35:05,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
50AAFD4DDABFFDD60DC87A5C4218C302,50AAFD4DDABFFDD6B23BFB69CBA73A2F,环文再生（2）,#2焚烧炉,炉排炉,2019-12-26,525,0,2020-04-13 00:00:00,2020-03-31 09:35:05,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
2EE2020EF2CF8ACD5E41FA6C7C8A730D,2EE2020EF2CF8ACD12FEAF9CFAF7523B,泰达垃圾焚烧一号炉,黄山泰达环保一号炉,炉排炉,2019-03-23,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
2EE2020EF2CF8ACD5E41FA6C7C8A730D,2EE2020EF2CF8ACD10EA1A0BBCEC62AE,泰达垃圾焚烧二号炉,黄山泰达环保二号炉,炉排炉,2019-03-23,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
2EE2020EF2CF8ACD5E41FA6C7C8A730D,0CCB879D9547F5E7A5DDCC9B59B89C05235551ACA0BAF89ED35E4047B2B3433E97ED9BA158DA419F,泰达垃圾焚烧三号炉,泰达垃圾焚烧三号炉,炉排炉,2022-02-16,300,0,2022-11-30 00:00:00,2022-11-30 09:35:24,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
BB3FB34796C605EA352DB3CEC6FDEDA9,BB3FB34796C605EA2260398571C45ACE,废气排放口2,废气排放口2,炉排炉,2019-08-23,500,0,2020-02-24 00:00:00,2020-02-13 09:20:35,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
BB3FB34796C605EA352DB3CEC6FDEDA9,BB3FB34796C605EA21C75B5F228348B8,废气排放口3,废气排放口3,炉排炉,2019-08-23,500,0,2020-02-24 00:00:00,2020-02-13 09:20:35,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
AE161A7AB1D01B42F8AAA6FF35E6BF6E,AE161A7AB1D01B422DE90A0E36191203,1#烟囱排放口,1#烟囱排放口,炉排炉,2021-01-20,600,0,2021-08-31 00:00:00,2021-08-24 09:35:07,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
AE161A7AB1D01B42F8AAA6FF35E6BF6E,AE161A7AB1D01B42C14BA81E220C43ED,2#烟囱排放口,2#烟囱排放口,炉排炉,2021-01-20,600,0,2021-08-31 00:00:00,2021-08-24 09:35:07,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
4EA3A1FD45F36A330F3B7145BEF71E24,4EA3A1FD45F36A3327915278E60BCD9D,1#炉排放口,#1炉,炉排炉,2019-07-14,350,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
4EA3A1FD45F36A330F3B7145BEF71E24,4EA3A1FD45F36A33C6BE95E9582B8386,2#炉排放口,#2炉,炉排炉,2019-07-14,350,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
15D3DD515A8614F86C7E1D2CA2136E68E72D7BA65EC2582564868D0793E1529DE892D54ECE815D56,15D3DD515A8614F86C7E1D2CA2136E68F3975720225F2B6B76D60BF47B4E216CD947D7AACF987602,1号焚烧炉,1号焚烧炉,炉排炉,2022-09-10,500,0,2022-12-21 00:00:00,2022-11-25 09:35:08,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
2CE7A8B727E8969D12A67D9C0C928FFC,2CE7A8B727E8969D0CA4982CF37403BC,监控点2#,监控点2#,炉排炉,2008-04-01,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
2CE7A8B727E8969D12A67D9C0C928FFC,2CE7A8B727E8969D18026DB3C4F379D4,监控点3#,监控点3#,炉排炉,2013-09-03,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
2CE7A8B727E8969D12A67D9C0C928FFC,2CE7A8B727E8969DA37BB36750963FA3,监控点4#,监控点4#,炉排炉,2015-05-01,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
2CE7A8B727E8969D12A67D9C0C928FFC,2CE7A8B727E8969DD6A7559D57E76757,监控点1#,监控点1#,炉排炉,2008-04-01,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
2CE7A8B727E8969D12A67D9C0C928FFC,2CE7A8B727E8969DE595B10C45726EC3,监控点5#,监控点5#,炉排炉,2020-01-19,750,0,2020-04-20 00:00:00,2020-04-15 09:35:03,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
741D8E7C313F0FD6A0EDCD709C78891D,741D8E7C313F0FD64182D9745950F9E5,2#焚烧炉烟气排放口,2#焚烧炉烟气排放口,炉排炉,2021-09-19,350,0,2022-01-20 00:00:00,2022-01-20 09:35:08,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
741D8E7C313F0FD6A0EDCD709C78891D,741D8E7C313F0FD6F92FAAFCFBAA4F2F,1#焚烧炉烟气排放口,1#焚烧炉烟气排放口,炉排炉,2021-09-21,350,0,2022-01-20 00:00:00,2022-01-20 09:35:08,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
1F145C94054D5FF4D66ECD1307D11B77,1F145C94054D5FF4FB338E77AC01024F,焚烧烟气1#排气筒,焚烧烟气1#排气筒,炉排炉,2020-05-18,600,0,2020-08-20 00:00:00,2020-06-15 19:04:02,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
1F145C94054D5FF4D66ECD1307D11B77,F15256CD863A8503D66FA0B13FF1A501144672C657CF60F20475E02B6980DF39D8D1C031D99B61F3,焚烧烟气2#排气筒,2号排放口,炉排炉,2022-07-07,600,0,2022-10-09 00:00:00,2022-10-09 09:35:07,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
661B669BFE73BF30169ABBE50287B5D4,661B669BFE73BF3011901B209170EF71,焚烧炉废气排放口,废气排放口,炉排炉,2018-01-28,600,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
661B669BFE73BF30169ABBE50287B5D4,A5E33BA3E131A6606CCD89E7A0EBCC3A3CF982D0FDFEB24ACD247D9551E51F259C69D42679631D2F,2号废气排放口,2号废气排放口,炉排炉,2022-08-06,750,0,2022-10-10 00:00:00,2022-10-10 09:35:09,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
DE3681CD588BB5A723F3BFA8B55D1881,DE3681CD588BB5A734931EF232930122,1#机组烟囱出口烟道,1#机组烟囱出口烟道,炉排炉,2019-02-02,300,0,2020-09-19 00:00:00,2020-09-19 09:35:06,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
3E458CF3D8129DCDF194B92FF24EDC04,3E458CF3D8129DCDF894E4A051959C9A,2号烟道,2#炉,炉排炉,2017-07-16,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
3E458CF3D8129DCDF194B92FF24EDC04,3E458CF3D8129DCDACE8255ED18B9836,1号烟道,1#炉,炉排炉,2017-07-16,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
8609CB94471AA9B686F8709F4CE4E7F1,8609CB94471AA9B6C5F010C5770DA4C2,1#引风机出口水平烟道,1#引风机出口水平烟道,炉排炉,2007-07-01,600,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
8609CB94471AA9B686F8709F4CE4E7F1,8609CB94471AA9B611ECEA33A85430CE,2#引风机出口水平烟道,2#引风机出口水平烟道,炉排炉,2007-07-01,600,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
85148DA402057DF69ABADFEC5689260F,85148DA402057DF624489254E6403A4A,1号烟囱,1号烟囱,炉排炉,2022-02-28,500,0,2022-04-02 00:00:00,2022-03-07 13:17:25,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
85148DA402057DF69ABADFEC5689260F,85148DA402057DF66A7CA65C5615B3FE,2号烟囱,2号烟囱,炉排炉,2022-02-28,500,0,2022-03-08 00:00:00,2022-03-04 09:35:07,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
13C2D0DCE6FB5F5FDF8FC4CC39CEEA9A,13C2D0DCE6FB5F5F87FC3930C81C301F,1号炉监控点,1号炉监控点,炉排炉,2017-10-25,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
13C2D0DCE6FB5F5FDF8FC4CC39CEEA9A,13C2D0DCE6FB5F5FD684E4675EFD8D59,2号炉监控点,2号炉监控点,炉排炉,2017-10-25,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
8F3EAC9171F405F45655D76A2F7C4613,8F3EAC9171F405F4077A9A9D5E1CFAD3,5号炉废气监控点,5号炉废气监控点,炉排炉,2018-03-18,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
8F3EAC9171F405F45655D76A2F7C4613,8F3EAC9171F405F46150B1574CFEFCBD,6号炉废气监控点,6号炉废气监控点,炉排炉,2018-05-25,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
8F3EAC9171F405F45655D76A2F7C4613,8F3EAC9171F405F48678F1F8E54B86E3,7号炉废气监控点,7号炉废气监控点,炉排炉,2018-11-20,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
CBB517961CECB27CCA03D605F9736390,CBB517961CECB27CD88BA47E50DF8AD2,1号焚烧炉,1号焚烧炉,炉排炉,2019-09-28,300,0,2020-06-10 00:00:00,2020-05-20 09:35:08,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
CBB517961CECB27CCA03D605F9736390,CBB517961CECB27C2C767C6B127F149D,2号焚烧炉,2号焚烧炉,炉排炉,2019-10-20,300,0,2020-06-10 00:00:00,2020-06-04 09:35:05,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
E07A3BCFC8AB4FAD8AB77E179A35100A,E07A3BCFC8AB4FADFA38CD61FDA05F47,废气排口1,废气排口1,炉排炉,2015-04-01,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
E07A3BCFC8AB4FAD8AB77E179A35100A,E07A3BCFC8AB4FAD1B0F39981489AAA4,废气排口2,废气排口2,炉排炉,2015-04-01,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
E07A3BCFC8AB4FAD8AB77E179A35100A,E07A3BCFC8AB4FAD277AB0945C47FC5E,废气排口3,废气排口3,炉排炉,2019-07-26,600,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
CE1CB6A0B9A78F11B4A9A33D38B5B9DE,CE1CB6A0B9A78F11535DDD0F475BDA31,德润环保,1#,炉排炉,2018-09-02,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
7C3F449636EBEAE1FC52D0DE92CFC2F1,7C3F449636EBEAE1378213C1ACC77CCD,1号烟囱出口,1#,炉排炉,2019-06-21,250,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
7C3F449636EBEAE1FC52D0DE92CFC2F1,7C3F449636EBEAE125A434504B0D59DC,2号烟囱出口,2#,炉排炉,2019-06-21,250,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
2A6045384F72F941602CB5B658021008,2A6045384F72F941023ABED85DAC36F1,聊城康达垃圾1号,聊城康达垃圾1号,炉排炉,2014-08-29,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
2A6045384F72F941602CB5B658021008,2A6045384F72F94105081CFF1F79C7BB,聊城康达垃圾2号,聊城康达垃圾2号,炉排炉,2014-08-29,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
2A6045384F72F941602CB5B658021008,E286560EC476C0D042552DF84DC63E26E23ADCA3B82B2C490244921869CA4185508B80A19B396E65,康达垃圾3号焚烧,康达垃圾3号焚烧,炉排炉,2022-06-13,400,0,2022-08-26 00:00:00,2022-08-26 09:35:06,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
59767CBE8A83398DEE9E039C33529FF7,59767CBE8A83398DD31F043A1C56ED70,3号烟气排放口,3号烟气排放口,炉排炉,2020-12-02,1000,0,2021-02-02 00:00:00,2021-01-30 09:35:08,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
59767CBE8A83398DEE9E039C33529FF7,59767CBE8A83398D8F2F4B31CAE2A258,1号烟气排放口,#1焚烧炉,炉排炉,2014-08-01,600,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
59767CBE8A83398DEE9E039C33529FF7,59767CBE8A83398D0122E427614E86FF,2号烟气排放口,#2焚烧炉,炉排炉,2014-08-01,600,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
2FC51BC0AB25E9218FEF8C5E5444DD25,2FC51BC0AB25E921FC7412B66AD31C38,光大能源1号,光大能源（平度）1号,炉排炉,2017-01-04,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
2FC51BC0AB25E9218FEF8C5E5444DD25,2FC51BC0AB25E921B67C9B94C29FB15A,光大能源2号,光大能源（平度）2号,炉排炉,2017-01-04,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
2FC51BC0AB25E9218FEF8C5E5444DD25,2FC51BC0AB25E921ED371CA9D6A82068,光大能源3号,光大能源（平度）3号,炉排炉,2020-05-19,300,0,2020-07-08 00:00:00,2020-06-09 09:35:03,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
7A57E25935FED4B616FDFDAB07B1844E,7A57E25935FED4B6B02DE81E31D69755,瀚蓝（海阳）1#焚烧炉,瀚蓝（海阳）1#焚烧炉,炉排炉,2021-01-14,500,0,2021-07-03 00:00:00,2021-07-02 09:35:08,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
3BAF3198C0944D376C199DCEC75CF42D,3BAF3198C0944D375BA107D0AB6C9E6E,1号废气排放口,1#焚烧锅炉,循环流化床焚烧炉,2019-06-01,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,2022-09-09 23:59:59,1,企业于2022年9月9日垃圾焚烧炉及附属设施全部停运，生产区域全面断电、封闭。,2023-04-23 00:00:00
3BAF3198C0944D376C199DCEC75CF42D,3BAF3198C0944D379EA530F9241F09F3,2废气排放口,2#焚烧锅炉,循环流化床焚烧炉,2018-06-30,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,2022-09-09 23:59:59,1,企业于2022年9月9日垃圾焚烧炉及附属设施全部停运，生产区域全面断电、封闭。,2023-04-23 00:00:00
